idcode,age,race,married,collgrad,south,industry,occupation,union,wage,hours,nevermarried,yrschool,metro,ccity,currexp,prevexp,everworked,uniondues,marriedyrs,unempins,numkids,kidage1,kidage2,kidage3,grade,grade4,wage2,fwt,networth
4696,43,2,1,0,1,11,1,0,4.62963,40,0,10,0,0,13,0,1,0,8,0,3,15,13,7,10,1,4.63,7,-2370.37
4688,37,1,0,0,1,6,2,0,5.998387,40,0,13,0,0,14,3,1,0,0,0,1,14,,,13,3,6,6,-1001.613
4687,35,2,1,0,1,6,2,0,5.559998,45,0,12,0,0,0,15,1,0,3,0,2,12,9,,12,2,5.56,0,-1440.002
4686,36,2,1,0,1,9,6,0,2.898549,34,0,12,1,1,7,5,1,0,5,0,0,,,,12,2,2.9,4,-4101.451
4685,27,2,1,1,1,11,3,0,6.191625,40,0,16,1,1,5,6,1,0,6,0,0,,,,16,4,6.19,9,-808.3749
4683,34,2,1,0,1,4,2,0,4.388082,40,0,12,0,0,5,10,1,0,1,0,0,,,,12,2,4.39,6,-2611.918
4682,35,2,1,0,1,11,13,0,4.074072,42,0,14,0,0,3,10,1,0,9,0,3,5,4,1,14,3,4.07,8,-2925.928
4681,37,2,1,0,1,4,5,0,7.125603,40,0,10,1,0,4,0,1,0,10,0,2,3,3,,10,1,7.13,7,125.6027
4680,38,2,0,0,0,11,8,1,6.70692,36,1,12,1,1,5,3,1,13,0,0,2,14,7,,12,2,6.71,3,-293.0799
4678,44,1,1,0,1,11,3,0,3.502414,32,0,12,0,0,10,9,1,0,0,0,2,14,7,,12,2,3.5,7,-3497.586
4677,35,1,1,1,1,11,13,0,6.449271,48,0,16,0,0,12,1,1,0,10,0,3,18,12,6,16,4,6.45,4,-550.7292
4675,35,2,1,0,1,9,7,0,2.94686,21,0,10,0,0,1,2,1,0,8,261,3,14,12,6,10,1,2.95,5,-4053.14
4674,32,2,0,1,0,6,2,0,14.49275,40,1,16,1,1,8,1,1,0,0,0,1,13,,,16,4,14.49,3,7492.755
4672,32,2,1,0,1,11,13,0,3.663445,38,0,12,0,0,13,0,1,0,11,0,2,16,13,,12,2,3.66,7,-3336.554
4664,40,2,1,0,1,9,7,0,1.344605,12,0,8,0,0,2,6,1,0,7,135,0,,,,8,1,1.34,8,-5655.395
4663,35,2,1,0,1,6,8,,4.180602,35,0,11,1,0,3,9,1,7,2,0,2,19,12,,11,1,4.18,7,-2819.398
4659,30,2,1,1,0,8,1,,40.19808,40,0,16,1,0,1,8,1,10,5,0,3,16,13,6,16,4,40.2,9,33198.08
4658,39,2,1,0,0,4,6,1,7.045088,40,0,12,1,1,9,6,1,27,7,0,1,10,,,12,2,7.05,4,45.08829
4657,30,2,0,0,1,9,8,,1.985786,40,0,12,0,0,5,1,1,10,0,0,3,8,2,1,12,2,1.99,9,-5014.214
4655,35,2,1,0,1,4,6,0,2.938808,48,0,12,0,0,12,2,1,0,8,0,3,2,2,2,12,2,2.94,7,-4061.192
4653,34,2,1,0,1,11,13,0,1.932367,50,0,13,0,0,2,7,1,0,7,0,2,11,5,,13,3,1.93,4,-5067.633
4652,25,2,1,0,1,4,6,0,2.801002,38,0,11,0,0,0,3,1,0,11,0,1,4,,,11,1,2.8,5,-4198.998
4651,36,2,0,0,1,7,3,,3.344482,40,0,14,1,1,1,4,1,27,0,0,2,18,11,,14,3,3.34,9,-3655.518
4647,41,2,0,0,0,4,6,1,4.895329,40,1,8,1,1,3,5,1,19,0,0,0,,,,7,1,4.9,2,-2104.671
4642,35,1,1,0,1,4,6,0,4.428341,45,0,10,0,0,13,1,1,0,6,0,2,6,4,,10,1,4.43,7,-2571.659
4639,32,2,1,1,1,11,13,0,7.745568,40,0,18,1,1,1,11,1,0,7,0,2,16,13,,18,4,7.75,3,745.5678
4634,35,2,0,0,1,11,1,0,10.06441,40,0,15,1,1,0,0,0,0,0,0,0,,,,15,3,10.06,6,3064.413
4632,42,2,1,0,1,11,1,0,4.066022,40,0,13,0,0,11,4,1,,3,0,3,6,6,2,13,3,4.07,5,-2933.978
4629,35,2,0,1,1,11,13,0,7.938803,40,0,16,0,0,11,3,1,0,0,0,3,8,6,4,16,4,7.94,5,938.8032
4628,42,2,1,0,0,9,6,,3.239966,40,0,10,1,1,5,8,1,2,1,0,2,13,10,,10,1,3.24,3,-3760.034
4625,37,2,0,0,1,12,3,0,6.27214,40,1,12,1,1,5,11,1,0,0,0,3,6,5,0,12,2,6.27,6,-727.8605
4621,26,2,0,0,1,4,6,1,4.734297,40,0,12,0,0,1,8,1,12,0,0,2,11,7,,12,2,4.73,9,-2265.703
4620,28,2,1,0,0,6,6,0,5.636071,40,0,12,1,1,2,5,1,0,6,0,1,12,,,12,2,5.64,5,-1363.929
4614,31,2,0,0,1,4,6,1,7.558137,40,0,12,0,0,7,5,1,24,0,0,3,10,10,6,12,2,7.56,6,558.137
4613,36,1,0,0,1,6,8,,2.683842,30,0,12,0,0,0,0,0,29,0,99,2,6,6,,12,2,2.68,2,-4316.158
4611,36,2,1,0,1,4,3,0,5.5314,40,0,12,0,0,4,2,1,0,9,0,2,15,10,,12,2,5.53,4,-1468.6
4607,26,2,1,0,1,5,11,1,8.945245,45,0,11,0,0,1,8,1,4,7,0,3,4,0,0,11,1,8.95,2,1945.245
4606,35,2,1,0,1,7,3,1,5.032206,40,0,12,1,1,0,10,1,19,11,0,1,13,,,12,2,5.03,9,-1967.794
4604,30,2,1,1,1,11,8,,4.354793,24,0,16,0,0,8,5,1,10,10,174,0,,,,16,4,4.35,4,-2645.208
4603,29,2,1,0,1,9,8,,4.180602,40,0,8,0,0,0,8,1,22,11,0,2,12,7,,8,1,4.18,1,-2819.398
4602,36,1,1,1,0,11,13,0,9.188963,35,0,18,1,0,6,7,1,0,3,0,0,,,,18,4,9.19,7,2188.963
4601,42,1,0,1,1,7,2,0,28.64733,40,1,18,1,1,10,6,1,0,0,0,2,8,8,,18,4,28.65,4,21647.33
4600,39,1,0,0,1,6,2,0,4.315618,56,0,11,0,0,2,8,1,0,0,0,1,10,,,11,1,4.32,0,-2684.382
4599,44,1,1,0,0,11,8,1,4.396134,30,0,10,1,0,5,0,1,24,0,161,1,12,,,10,1,4.4,7,-2603.866
4597,38,2,0,0,1,5,3,1,9.959739,38,1,13,1,0,0,0,0,26,0,21,0,,,,13,3,9.96,3,2959.739
4592,24,1,1,0,1,12,3,1,10.94203,46,0,12,0,0,6,1,1,26,1,0,1,10,,,12,2,10.94,3,3942.026
4591,40,1,0,0,0,4,1,0,9.782605,40,0,14,1,0,4,4,1,0,0,0,0,,,,14,3,9.78,5,2782.605
4590,41,1,1,0,1,7,2,0,11.21577,58,0,12,1,0,2,7,1,0,11,0,0,,,,12,2,11.22,0,4215.774
4589,26,2,1,0,0,4,6,1,3.762542,40,0,12,1,0,0,7,1,4,1,0,1,7,,,12,2,3.76,5,-3237.458
4586,34,2,1,1,0,12,2,0,16.73912,50,0,17,1,1,10,6,1,0,3,0,1,13,,,17,4,16.74,3,9739.124
4583,44,1,1,0,1,4,6,0,5.636071,40,0,12,0,0,14,0,1,0,1,0,0,,,,12,2,5.64,6,-1363.929
4580,38,1,0,0,1,11,8,,3.904991,38,0,12,0,0,7,6,1,14,0,0,0,,,,12,2,3.9,8,-3095.009
4578,41,1,1,1,1,11,13,,3.873905,24,0,16,0,0,2,9,1,26,11,159,2,12,7,,16,4,3.87,3,-3126.095
4577,39,1,1,0,1,4,6,0,5.032206,40,0,9,0,0,5,3,1,0,5,0,0,,,,9,1,5.03,9,-1967.794
4574,37,1,0,0,1,4,6,0,6.223832,40,0,12,0,0,10,5,1,0,0,0,1,11,,,12,2,6.22,0,-776.1678
4573,41,2,1,0,1,11,8,1,6.030594,40,0,13,0,0,0,0,0,24,2,0,1,8,,,13,3,6.03,5,-969.4056
4571,38,2,0,1,1,12,13,0,11.6103,40,0,18,0,0,14,1,1,0,0,0,0,,,,18,4,11.61,7,4610.305
4569,26,1,1,0,1,6,3,0,5.12077,38,0,12,0,0,6,1,1,0,3,0,2,10,8,,12,2,5.12,4,-1879.229
4567,25,1,1,0,1,4,5,0,6.505631,50,0,11,0,0,4,4,1,0,8,0,3,11,11,7,11,1,6.51,8,-494.3686
4564,35,1,0,0,1,4,8,,3.344482,40,1,12,1,0,2,12,1,20,0,0,2,14,7,,12,2,3.34,8,-3655.518
4562,43,1,1,0,1,9,7,0,4.025765,10,0,13,0,0,5,5,1,0,10,233,2,13,8,,13,3,4.03,2,-2974.235
4556,41,1,1,0,1,12,3,0,8.711756,38,0,12,0,0,17,2,1,0,2,0,3,15,10,4,12,2,8.71,0,1711.756
4555,34,1,1,1,1,6,1,0,14.13042,40,0,17,1,1,3,9,1,0,1,0,1,10,,,17,4,14.13,0,7130.424
4553,31,1,1,0,1,12,3,0,4.62963,40,0,12,0,0,1,10,1,0,0,0,0,,,,12,2,4.63,6,-2370.37
4551,45,1,0,1,1,11,13,1,15.09662,40,1,18,1,0,3,16,1,17,0,0,2,10,7,,18,4,15.1,6,8096.62
4550,44,1,1,0,1,12,3,0,2.979065,23,0,10,0,0,0,2,1,0,0,79,2,7,5,,10,1,2.98,6,-4020.935
4549,41,1,1,0,1,11,8,0,11.10854,40,0,15,0,0,1,15,1,0,6,0,1,16,,,15,3,11.11,7,4108.54
4548,35,2,1,0,1,3,3,0,2.801932,40,0,9,1,1,6,5,1,0,2,0,2,9,6,,9,1,2.8,7,-4198.068
4547,28,2,0,0,0,4,6,0,6.038648,40,0,11,1,0,1,10,1,0,0,0,0,,,,11,1,6.04,3,-961.3524
4546,44,2,1,0,1,4,5,0,5.797099,40,0,11,1,0,6,9,1,0,6,0,1,9,,,11,1,5.8,2,-1202.901
4545,31,2,0,0,0,4,3,,8.709587,40,0,11,1,0,2,12,1,28,0,0,2,9,9,,11,1,8.71,1,1709.587
4544,38,1,1,1,0,6,4,,2.717391,60,0,16,0,0,0,7,1,1,5,0,1,9,,,16,4,2.72,6,-4282.609
4543,37,1,0,0,0,7,2,0,13.55072,40,0,12,1,0,1,12,1,0,0,0,1,6,,,12,2,13.55,9,6550.715
4542,39,1,1,0,0,7,2,,4.827484,40,0,12,1,0,3,12,1,14,11,0,3,6,0,0,12,2,4.83,4,-2172.516
4541,40,1,1,0,0,7,3,0,6.505631,60,0,13,1,0,0,12,1,0,3,0,1,16,,,13,3,6.51,4,-494.3686
4539,43,3,1,0,1,11,8,0,2.926421,40,0,,0,0,1,5,1,0,4,0,1,11,,,,,2.93,5,-4073.579
4538,39,2,1,0,0,11,8,0,3.985505,40,0,9,1,0,3,2,1,0,7,0,0,,,,9,1,3.99,3,-3014.495
4536,43,1,1,1,1,11,13,0,9.806758,45,0,17,0,0,14,4,1,0,7,0,3,15,8,3,17,4,9.81,6,2806.758
4533,42,2,0,0,1,4,6,0,7.745568,40,0,12,1,0,8,10,1,0,0,0,3,5,5,5,12,2,7.75,4,745.5678
4532,40,2,1,0,1,9,6,0,5.53945,40,0,12,1,0,0,15,1,,3,0,0,,,,12,2,5.54,7,-1460.55
4531,32,1,1,0,1,6,3,,2.801002,36,0,12,0,0,1,5,1,18,6,0,3,9,7,1,12,2,2.8,0,-4198.998
4530,36,1,1,0,0,8,2,0,9.29146,50,0,12,1,0,8,4,1,0,2,0,3,12,10,3,12,2,9.29,9,2291.46
4527,28,2,1,0,0,11,8,0,2.898549,40,0,12,1,0,1,4,1,0,1,0,0,,,,12,2,2.9,1,-4101.451
4520,31,1,1,0,1,8,11,0,6.038648,40,0,8,0,0,7,3,1,0,1,0,1,10,,,6,1,6.04,2,-961.3524
4519,40,1,1,0,1,11,3,,7.648953,40,0,12,1,1,7,5,1,27,10,63,1,9,,,12,2,7.65,7,648.9529
4518,40,2,0,0,1,11,2,0,6.352657,38,0,14,0,0,13,3,1,0,0,0,3,17,13,6,14,3,6.35,0,-647.3431
4513,39,2,0,0,1,6,8,0,3.357486,30,1,13,0,0,2,15,1,0,0,9,3,19,13,6,13,3,3.36,5,-3642.513
4512,29,1,1,0,1,6,6,0,2.697261,60,0,10,0,0,1,2,1,0,8,0,2,16,11,,10,1,2.7,5,-4302.739
4510,34,1,0,0,1,5,3,1,14.51691,40,0,12,1,0,9,3,1,0,0,0,1,12,,,12,2,14.52,5,7516.907
4508,35,2,1,0,1,6,3,0,3.220612,30,0,12,1,0,1,5,1,0,9,149,2,12,8,,12,2,3.22,7,-3779.388
4502,44,1,1,0,1,3,4,,5.032206,40,0,13,1,0,4,2,1,29,0,0,2,7,2,,13,3,5.03,4,-1967.794
4501,32,1,0,0,0,6,3,0,4.339774,60,0,12,1,0,2,11,1,0,0,0,2,15,14,,12,2,4.34,2,-2660.226
4494,35,1,1,0,1,4,6,0,6.086955,40,0,12,0,0,3,8,1,0,10,0,2,17,10,,12,2,6.09,5,-913.0449
4492,41,1,1,0,1,11,3,0,4.033815,40,0,12,0,0,2,7,1,0,7,0,2,13,9,,12,2,4.03,8,-2966.185
4490,35,1,0,0,0,7,4,0,25.16103,40,0,15,1,1,14,0,1,0,0,0,3,8,5,3,15,3,25.16,6,18161.03
4488,35,1,0,0,1,6,6,0,6.843801,40,0,12,0,0,9,5,1,0,0,0,0,,,,12,2,6.84,2,-156.1995
4485,29,2,1,0,0,4,5,1,12.23027,52,0,13,1,0,3,5,1,6,10,0,3,7,1,1,13,3,12.23,5,5230.271
4484,31,2,0,0,0,6,8,,4.025765,15,0,14,1,1,0,11,1,3,0,13,3,8,5,0,14,3,4.03,3,-2974.235
4481,38,1,1,0,1,6,6,0,2.053139,60,0,8,0,0,0,3,1,0,8,0,0,,,,7,1,2.05,0,-4946.86
4480,39,1,0,0,1,6,2,0,3.309176,62,0,11,0,0,2,4,1,0,0,0,0,,,,11,1,3.31,0,-3690.824
4478,32,1,1,1,1,11,13,0,7.479866,60,0,17,1,0,6,5,1,0,5,0,1,9,,,17,4,7.48,7,479.866
4474,22,2,1,0,1,11,3,0,4.025765,40,0,15,1,1,0,7,1,0,2,0,2,8,5,,15,3,4.03,0,-2974.235
4473,43,1,0,0,1,4,4,0,6.270903,40,0,14,0,0,5,7,1,0,0,0,0,,,,14,3,6.27,3,-729.0974
4470,37,2,1,0,1,9,8,0,2.818035,60,0,12,0,0,2,10,1,0,1,0,3,12,6,6,12,2,2.82,0,-4181.965
4466,44,2,0,0,1,9,7,,1.797659,40,0,12,0,0,1,14,1,10,0,0,3,13,8,4,12,2,1.8,2,-5202.341
4465,42,2,0,0,1,9,7,0,2.697261,40,0,8,0,0,1,21,1,0,0,0,3,3,0,0,7,1,2.7,2,-4302.739
4464,34,2,1,0,1,4,4,,7.648953,20,0,13,1,0,1,8,1,17,11,261,1,18,,,13,3,7.65,5,648.9529
4462,25,2,0,0,1,11,8,0,3.091786,38,1,12,0,0,2,8,1,0,0,0,2,13,8,,12,2,3.09,2,-3908.214
4461,35,2,0,0,0,9,6,,5.779567,40,1,12,1,1,1,2,1,1,0,0,2,15,11,,12,2,5.78,5,-1220.433
4460,26,2,0,0,0,11,8,0,4.53301,40,1,12,1,1,4,6,1,0,0,0,1,12,,,12,2,4.53,1,-2466.99
4458,43,2,1,0,1,4,6,0,4.025765,34,0,8,0,0,15,2,1,0,3,0,3,4,3,2,7,1,4.03,0,-2974.235
4454,39,1,1,0,1,11,8,0,2.930756,35,0,12,0,0,1,7,1,0,4,0,1,8,,,12,2,2.93,3,-4069.244
4450,38,2,1,0,0,6,2,1,7.407406,35,0,12,1,0,13,3,1,25,9,0,1,9,,,12,2,7.41,0,407.4059
4446,29,1,1,0,1,11,1,0,1.392914,80,0,12,0,0,1,7,1,0,5,0,3,15,8,3,12,2,1.39,8,-5607.086
4445,28,2,0,0,1,1,10,0,2.697261,40,0,8,0,0,1,2,1,0,0,0,0,,,,8,1,2.7,2,-4302.739
4443,38,2,1,0,1,,10,0,3.019324,40,0,9,0,0,1,5,1,0,7,0,1,11,,,9,1,3.02,6,-3980.676
4442,37,2,1,0,1,,10,0,3.043478,40,0,8,0,0,1,6,1,0,0,0,1,13,,,7,1,3.04,2,-3956.522
4441,37,2,1,0,1,1,10,1,3.454104,35,0,8,0,0,1,5,1,19,11,0,2,16,9,,6,1,3.45,1,-3545.896
4439,42,1,1,0,1,4,6,1,17.61674,8,0,12,0,0,0,9,1,22,5,269,3,12,6,1,12,2,17.62,3,10616.74
4438,42,1,1,0,1,4,6,0,2.777777,40,0,12,0,0,0,11,1,0,8,0,3,13,11,7,12,2,2.78,8,-4222.223
4437,41,1,1,0,1,11,3,,5.225752,40,0,12,0,0,1,15,1,25,7,0,3,6,5,0,12,2,5.23,0,-1774.248
4435,35,1,1,1,1,11,1,0,7.898549,50,0,18,0,0,10,8,1,0,4,0,2,13,11,,18,4,7.9,9,898.5486
4429,36,2,1,0,1,12,3,0,7.351045,40,0,11,1,0,9,5,1,0,4,0,0,,,,11,1,7.35,2,351.0446
4428,39,2,1,0,1,12,,0,4.178743,40,0,12,1,1,7,1,1,0,11,0,0,,,,12,2,4.18,1,-2821.257
4426,36,2,1,0,1,4,6,,2.801002,40,0,12,0,0,1,11,1,13,1,0,2,7,4,,12,2,2.8,2,-4198.998
4420,38,1,1,0,1,7,3,0,3.099838,50,0,12,1,0,5,8,1,0,4,0,3,9,4,2,12,2,3.1,0,-3900.162
4419,36,1,1,0,1,4,3,0,5.032206,40,0,12,0,0,4,7,1,0,11,0,0,,,,12,2,5.03,8,-1967.794
4413,29,1,1,0,1,4,6,0,4.919482,40,0,12,0,0,15,0,1,0,7,0,0,,,,12,2,4.92,4,-2080.518
4411,44,2,0,0,1,1,10,0,1.811594,40,1,8,0,0,13,4,1,0,0,0,0,,,,8,1,1.81,7,-5188.406
4409,23,1,1,0,1,11,8,0,4.227053,35,0,12,0,0,6,1,1,0,8,0,0,,,,12,2,4.23,3,-2772.947
4408,28,1,1,0,1,11,1,,7.901336,40,0,14,0,0,0,7,1,15,4,0,2,6,6,,14,3,7.9,6,901.3362
4407,40,2,1,0,1,11,6,,3.344482,20,0,11,0,0,1,14,1,13,9,297,1,7,,,11,1,3.34,2,-3655.518
4405,36,1,1,0,1,4,6,,3.344482,40,0,8,0,0,1,5,1,1,2,0,0,,,,7,1,3.34,4,-3655.518
4397,40,1,1,1,0,11,13,,3.428092,40,0,18,1,1,2,14,1,7,5,0,2,16,9,,18,4,3.43,2,-3571.908
4395,41,1,1,0,1,4,6,0,2.012882,40,0,12,0,0,0,4,1,0,11,0,3,10,4,0,12,2,2.01,5,-4987.118
4394,36,1,1,0,1,7,3,0,2.214171,38,0,12,0,0,,,1,0,8,0,0,,,,12,2,2.21,8,-4785.829
4393,33,1,1,0,1,6,3,0,3.502414,40,0,15,0,0,8,5,1,0,10,0,1,17,,,15,3,3.5,6,-3497.586
4389,32,2,1,0,1,11,5,0,5.523347,40,0,14,0,0,11,0,1,0,9,0,1,13,,,14,3,5.52,5,-1476.653
4388,24,2,1,0,0,11,8,1,4.055183,40,0,11,1,0,5,3,1,0,10,0,3,2,1,1,11,1,4.06,7,-2944.817
4386,43,2,0,0,1,4,5,0,8.379888,40,0,12,0,0,11,10,1,0,0,0,2,3,3,,12,2,8.38,2,1379.888
4384,41,2,0,0,1,9,7,0,2.697261,58,0,10,0,0,0,10,1,0,0,0,0,,,,10,1,2.7,4,-4302.739
4383,38,2,0,0,1,4,6,1,5.53945,40,0,14,0,0,16,0,1,27,0,0,1,12,,,14,3,5.54,1,-1460.55
4382,42,2,0,0,1,4,6,1,5.724636,40,0,9,0,0,12,6,1,14,0,0,3,17,12,6,16,4,5.72,9,-1275.364
4381,43,1,1,0,1,11,13,0,8.518515,40,0,15,0,0,7,5,1,0,7,0,1,8,,,15,3,8.52,0,1518.515
4378,42,1,0,1,1,11,1,0,9.758451,40,1,16,0,0,7,11,1,0,0,0,3,1,1,0,16,4,9.76,9,2758.45
4376,35,1,1,0,1,6,3,0,4.53301,40,0,12,1,0,2,12,1,0,11,0,1,6,,,12,2,4.53,7,-2466.99
4369,40,1,1,0,1,6,3,0,8.05153,4,0,12,0,0,5,4,1,0,11,215,3,15,10,3,12,2,8.05,5,1051.53
4367,38,1,1,0,1,7,3,0,6.972622,40,0,12,0,0,10,5,1,0,10,0,1,7,,,12,2,6.97,1,-27.37808
4365,42,1,1,0,1,6,5,0,4.959742,45,0,12,1,1,0,8,1,0,10,0,3,13,8,2,12,2,4.96,9,-2040.258
4364,37,1,1,0,1,6,4,0,2.310788,45,0,14,1,0,2,10,1,0,11,0,0,,,,14,3,2.31,8,-4689.212
4363,30,1,1,1,1,11,3,0,9.29146,40,0,17,0,0,5,4,1,0,7,0,0,,,,17,4,9.29,6,2291.46
4361,38,1,1,0,1,4,6,0,6.843801,40,0,9,1,0,11,2,1,0,11,0,2,13,7,,9,1,6.84,2,-156.1995
4360,42,1,0,0,1,4,6,1,8.05153,40,0,12,1,1,1,19,1,27,0,0,1,2,,,12,2,8.05,6,1051.53
4357,38,1,1,0,1,7,2,0,11.03059,40,0,14,1,1,1,18,1,0,10,0,0,,,,14,3,11.03,9,4030.594
4356,42,1,1,0,1,5,,0,12.43156,40,0,12,1,1,19,0,1,0,4,0,2,6,5,,12,2,12.43,5,5431.557
4354,25,2,0,1,1,11,1,,38.70926,40,0,16,1,1,4,7,1,22,0,0,2,9,4,,16,4,38.71,2,31709.26
4352,42,1,1,0,1,6,2,0,3.719806,45,0,12,1,1,1,11,1,0,4,0,3,11,6,0,12,2,3.72,8,-3280.194
4351,28,1,1,0,1,11,3,0,7.198063,40,0,12,1,0,0,0,0,0,3,0,1,13,,,12,2,7.2,4,198.0634
4350,35,1,1,1,1,11,1,0,10.53139,50,0,16,1,1,13,1,1,0,11,0,0,,,,16,4,10.53,7,3531.395
4346,45,2,0,1,1,11,3,0,10.32206,45,0,18,1,1,16,1,1,0,0,0,3,21,14,7,18,4,10.32,8,3322.06
4345,36,2,1,0,0,7,3,0,8.96135,38,0,12,1,0,11,3,1,0,0,0,1,7,,,12,2,8.96,3,1961.35
4343,25,2,0,0,1,6,8,0,3.156198,37,1,8,1,1,1,4,1,0,0,0,1,16,,,4,1,3.16,5,-3843.802
4342,40,2,0,1,1,11,1,0,14.75039,42,1,16,1,0,8,7,1,0,0,0,0,,,,16,4,14.75,1,7750.395
4340,43,2,0,0,1,11,2,0,3.37359,40,1,10,1,1,1,19,1,0,0,0,2,10,10,,10,1,3.37,3,-3626.41
4338,42,2,1,0,1,11,3,0,5.668274,40,0,9,1,1,9,6,1,0,11,0,3,11,8,7,9,1,5.67,8,-1331.726
4335,28,2,1,0,1,7,3,0,5.53945,40,0,11,1,1,1,5,1,0,11,0,1,5,,,11,1,5.54,7,-1460.55
4334,41,2,1,1,1,6,3,0,6.191625,40,0,15,1,0,14,3,1,0,11,0,2,14,8,,15,3,6.19,6,-808.3749
4330,37,2,0,0,1,6,3,1,5.233495,40,0,12,1,0,13,3,1,10,0,0,1,15,,,12,2,5.23,6,-1766.505
4327,35,2,0,0,1,12,8,,3.344482,20,0,12,1,0,1,7,1,0,0,168,0,,,,12,2,3.34,4,-3655.518
4324,41,2,0,0,1,9,8,,1.59261,,0,10,1,1,1,9,1,29,0,0,3,16,9,3,10,1,1.59,5,-5407.39
4323,44,2,0,0,1,11,3,,4.742351,40,0,11,1,1,0,10,1,3,0,0,1,6,,,11,1,4.74,2,-2257.649
4319,36,1,0,0,1,4,6,,2.759197,30,0,12,1,0,0,3,1,20,0,0,2,13,7,,12,2,2.76,0,-4240.804
4318,32,1,0,0,1,11,8,1,3.478261,35,0,12,1,1,4,5,1,17,0,0,3,13,8,2,12,2,3.48,0,-3521.74
4316,34,1,1,1,0,11,3,0,3.711753,20,0,16,1,0,1,9,1,0,5,223,3,13,10,3,16,4,3.71,3,-3288.247
4311,35,2,0,0,1,11,1,0,6.27214,40,0,13,0,0,8,1,1,0,0,0,2,10,5,,13,3,6.27,1,-727.8605
4310,39,2,1,0,1,11,8,0,7.914649,40,0,14,1,1,0,12,1,0,6,0,3,10,5,5,14,3,7.91,3,914.649
4309,37,2,1,0,1,11,8,0,4.090176,25,0,10,1,1,4,7,1,0,4,144,0,,,,10,1,4.09,1,-2909.824
4306,37,2,1,0,1,12,1,0,6.642512,40,0,13,1,1,8,7,1,0,2,0,1,10,,,13,3,6.64,1,-357.4882
4305,35,1,1,1,1,11,13,0,6.191625,40,0,18,0,0,4,7,1,0,8,0,1,14,,,18,4,6.19,2,-808.3749
4299,28,2,0,0,0,11,3,1,5.805152,40,1,12,1,1,10,1,1,8,0,0,2,15,14,,12,2,5.81,8,-1194.848
4298,37,2,1,0,0,6,6,0,4.21095,40,0,12,1,1,2,6,1,0,2,0,1,13,,,12,2,4.21,8,-2789.05
4296,38,1,1,0,1,6,2,0,2.608696,54,0,12,0,0,0,0,0,0,9,0,3,10,7,4,12,2,2.61,0,-4391.305
4294,36,2,0,0,0,8,8,1,3.454104,35,1,12,1,0,1,7,1,16,0,0,2,8,4,,12,2,3.45,5,-3545.896
4293,24,2,1,1,0,11,13,1,8.848629,35,0,16,1,1,8,0,1,20,11,0,1,8,,,16,4,8.85,6,1848.629
4292,38,2,1,0,0,11,8,0,5.152977,40,0,11,1,1,2,6,1,0,5,0,2,9,5,,11,1,5.15,3,-1847.023
4291,44,2,1,0,1,11,3,0,4.830918,40,0,12,0,0,18,0,1,0,4,0,3,11,9,3,12,2,4.83,6,-2169.082
4287,40,1,1,0,1,7,3,1,10.22544,40,0,12,0,0,18,1,1,29,3,0,0,,,,12,2,10.23,4,3225.44
4283,30,2,1,0,1,4,6,1,6.441224,40,0,10,0,0,2,11,1,17,9,0,3,6,3,1,10,1,6.44,2,-558.7759
4282,28,2,1,0,1,6,1,0,5.032206,40,0,13,0,0,3,8,1,0,9,0,1,6,,,13,3,5.03,6,-1967.794
4281,41,2,1,0,1,11,8,0,3.623188,40,0,12,0,0,3,13,1,0,4,0,3,15,8,5,12,2,3.62,2,-3376.812
4280,35,2,1,0,1,12,3,0,4.259257,40,0,12,0,0,4,9,1,0,6,0,1,10,,,12,2,4.26,1,-2740.743
4279,35,1,1,0,1,6,3,1,4.025765,40,0,8,0,0,4,6,1,19,0,0,1,12,,,8,1,4.03,3,-2974.235
4278,41,2,0,0,0,11,8,0,3.84863,40,0,10,1,0,1,3,1,0,0,0,2,6,1,,10,1,3.85,5,-3151.37
4270,35,2,0,1,1,6,3,0,8.05153,25,0,16,0,0,3,12,1,0,0,0,0,,,,16,4,8.05,2,1051.53
4269,44,2,1,0,1,4,6,0,3.762542,40,0,9,0,0,10,5,1,0,5,0,2,11,7,,9,1,3.76,9,-3237.458
4268,37,1,0,0,1,,,0,4.138486,35,1,12,1,0,0,0,0,0,0,0,2,10,7,,12,2,4.14,8,-2861.514
4260,38,1,1,0,1,9,8,,6.038648,40,0,11,1,0,2,6,1,28,6,0,3,4,4,4,11,1,6.04,3,-961.3524
4259,43,1,0,0,1,11,1,0,6.578098,40,0,10,1,0,3,15,1,0,0,0,3,14,12,5,10,1,6.58,2,-421.9017
4258,36,1,0,0,1,11,1,1,11.07085,40,0,15,1,0,4,10,1,15,0,0,2,18,12,,15,3,11.07,7,4070.854
4256,37,1,0,0,1,11,3,1,6.545891,40,0,12,1,0,5,1,1,1,0,0,3,8,3,2,12,2,6.55,9,-454.1087
4255,36,1,1,0,0,6,3,,4.734297,40,0,14,1,0,1,5,1,13,7,0,3,10,9,4,14,3,4.73,7,-2265.703
4253,43,1,1,0,1,11,3,1,9.363928,40,0,12,1,0,3,9,1,21,4,0,3,11,4,3,12,2,9.36,2,2363.928
4252,41,1,1,0,1,11,8,0,5.032206,40,0,9,1,0,0,0,0,0,6,0,2,9,7,,9,1,5.03,4,-1967.794
4251,35,1,1,0,0,7,3,0,6.046698,40,0,13,0,0,2,6,1,0,0,0,2,6,6,,13,3,6.05,8,-953.3024
